order_id,user_id,user_name,city,membership,restaurant_id,restaurant_name_orders,cuisine,rating,order_date,total_amount
1634,1217,User_1217,Chennai,Gold,87,Hotel Curry House Non-Veg,Mexican,3.8,06-09-2023,951.19
1635,2337,User_2337,Bangalore,Gold,370,Swagath Cafe Multicuisine,Chinese,4.4,01-02-2023,215.06
1636,462,User_462,Chennai,Gold,67,Swagath Tiffins Andhra,Mexican,4.1,19-10-2023,1021.36
1637,1448,User_1448,Chennai,Regular,111,Ruchi Dhaba Chinese,Mexican,4.2,25-02-2023,579.74
1638,2387,User_2387,Pune,Regular,201,Spice Cafe Pure Veg,Mexican,3.4,28-07-2023,1426.93
1639,2560,User_2560,Pune,Gold,490,Swagath Curry House Punjabi,Italian,3.7,13-07-2023,325.42
1640,2292,User_2292,Hyderabad,Gold,458,Swagath Mess Pure Veg,Italian,4.8,03-04-2023,787.7
1641,2651,User_2651,Pune,Gold,79,Amma Restaurant Family Restaurant,Mexican,4.9,27-04-2023,1076.62
1642,1398,User_1398,Chennai,Regular,359,Sri Foods South Indian,Mexican,4.8,04-03-2023,259.27
1643,2309,User_2309,Chennai,Gold,142,Ruchi Eatery Family Restaurant,Indian,4.6,27-12-2023,1154.04
1644,1363,User_1363,Bangalore,Gold,294,Hotel Dhaba Multicuisine,Italian,3.1,29-09-2023,1327.91
1645,2089,User_2089,Hyderabad,Gold,153,Annapurna Mess Andhra,Italian,4.7,17-03-2023,1244.6
1646,1547,User_1547,Bangalore,Regular,303,Swagath Foods Andhra,Mexican,3.2,12-10-2023,1108.13
1647,2399,User_2399,Hyderabad,Regular,409,Royal Kitchen Chinese,Mexican,3.5,13-08-2023,719.09
1648,1291,User_1291,Chennai,Gold,256,Sri Curry House Andhra,Italian,3.1,14-06-2023,364.77
1649,1585,User_1585,Bangalore,Regular,436,Swagath Tiffins Punjabi,Mexican,4.6,01-01-2024,766.32
1650,1624,User_1624,Pune,Gold,128,Swagath Kitchen South Indian,Indian,4.5,02-08-2023,1232.89
1651,2582,User_2582,Hyderabad,Gold,194,New Dhaba Family Restaurant,Chinese,3.8,23-06-2023,126.38
1652,2475,User_2475,Pune,Gold,288,Swagath Restaurant North Indian,Mexican,4.4,31-03-2023,1190.22
1653,175,User_175,Hyderabad,Gold,486,Udupi Mess Andhra,Italian,4.1,19-05-2023,821.24
1654,1298,User_1298,Chennai,Gold,150,Sri Cafe Non-Veg,Indian,4.2,28-02-2023,720.54
1655,913,User_913,Hyderabad,Gold,355,Swagath Restaurant Chinese,Indian,4.2,25-04-2023,487.72
1656,1895,User_1895,Chennai,Regular,217,Royal Eatery Family Restaurant,Indian,4.8,20-03-2023,1489.15
1657,874,User_874,Pune,Gold,149,Amma Restaurant South Indian,Mexican,3.6,02-03-2023,692.61
1658,1323,User_1323,Chennai,Regular,322,Sri Cafe Non-Veg,Italian,4.3,01-03-2023,1087.38
1659,821,User_821,Chennai,Gold,483,Darbar Restaurant Family Restaurant,Chinese,4.5,24-06-2023,1259.31
1660,2908,User_2908,Pune,Gold,50,Taste of Cafe Punjabi,Mexican,4.8,17-03-2023,497.78
1661,1590,User_1590,Chennai,Gold,118,Amma Mess Pure Veg,Mexican,3.8,06-09-2023,183.53
1662,565,User_565,Bangalore,Regular,241,Hotel Biryani Andhra,Chinese,3.9,27-03-2023,921.85
1663,1216,User_1216,Bangalore,Regular,153,Annapurna Mess Andhra,Italian,4.7,13-06-2023,660.17
1664,2422,User_2422,Chennai,Regular,472,Darbar Delights Family Restaurant,Chinese,4.3,12-07-2023,943.55
1665,2755,User_2755,Pune,Regular,262,Hotel Cafe Punjabi,Chinese,4.9,29-10-2023,300.63
1666,2872,User_2872,Pune,Gold,331,Spice Biryani Non-Veg,Mexican,3.4,10-02-2023,361.33
1667,1412,User_1412,Chennai,Regular,136,Hotel Cafe South Indian,Indian,3.6,25-12-2023,320.87
1668,1166,User_1166,Bangalore,Regular,343,Sai Cafe Andhra,Mexican,4.4,24-04-2023,248.97
1669,2860,User_2860,Hyderabad,Regular,383,Amma Biryani North Indian,Indian,3.1,29-11-2023,528.64
1670,1303,User_1303,Chennai,Gold,253,New Restaurant North Indian,Italian,4.6,04-10-2023,286.31
1671,2405,User_2405,Bangalore,Regular,222,Grand Dhaba Chinese,Italian,4.9,16-12-2023,119.65
1672,2025,User_2025,Chennai,Regular,380,Classic Kitchen Family Restaurant,Italian,4.6,17-12-2023,516.89
1673,1366,User_1366,Bangalore,Gold,313,Spice Curry House South Indian,Indian,3.9,07-05-2023,320.88
1674,2867,User_2867,Bangalore,Regular,262,Hotel Cafe Punjabi,Chinese,4.9,12-07-2023,653.6
1675,1180,User_1180,Hyderabad,Regular,171,Ruchi Mess Non-Veg,Mexican,3.6,12-12-2023,520.95
1676,2671,User_2671,Bangalore,Gold,305,Udupi Delights Multicuisine,Indian,4.6,21-03-2023,744.26
1677,241,User_241,Hyderabad,Regular,176,Classic Delights North Indian,Italian,4.0,26-01-2023,1113.64
1678,464,User_464,Chennai,Regular,468,New Restaurant North Indian,Chinese,4.8,06-01-2023,794.98
1679,1720,User_1720,Hyderabad,Regular,397,Amma Foods Family Restaurant,Indian,4.8,03-09-2023,626.5
1680,1410,User_1410,Hyderabad,Regular,108,Darbar Curry House North Indian,Chinese,4.0,16-12-2023,900.84
1681,2840,User_2840,Bangalore,Gold,417,Hotel Biryani North Indian,Mexican,3.0,28-10-2023,970.78
1682,1869,User_1869,Pune,Regular,134,New Tiffins Non-Veg,Mexican,4.3,29-10-2023,1339.23
1683,2,User_2,Pune,Gold,333,Amma Mess Multicuisine,Chinese,3.1,05-12-2023,505.71
1684,307,User_307,Bangalore,Regular,146,Swagath Curry House Punjabi,Indian,4.8,08-04-2023,1137.91
1685,1301,User_1301,Hyderabad,Regular,110,Amma Kitchen South Indian,Mexican,4.2,23-11-2023,146.55
1686,429,User_429,Hyderabad,Gold,124,Spice Dhaba Andhra,Mexican,3.5,30-09-2023,290.86
1687,961,User_961,Bangalore,Regular,146,Swagath Curry House Punjabi,Indian,4.8,12-10-2023,653.55
1688,1377,User_1377,Pune,Regular,59,Sai Biryani Non-Veg,Chinese,4.6,16-02-2023,850.21
1689,1244,User_1244,Hyderabad,Gold,198,Annapurna Tiffins North Indian,Mexican,4.1,25-04-2023,214.76
1690,1856,User_1856,Pune,Gold,47,Ruchi Cafe Punjabi,Indian,3.4,07-03-2023,507.04
1691,1333,User_1333,Bangalore,Gold,218,Sai Foods Pure Veg,Indian,4.1,05-10-2023,108.72
1692,805,User_805,Pune,Gold,488,New Biryani North Indian,Chinese,4.1,11-04-2023,878.72
1693,2287,User_2287,Bangalore,Gold,131,Hotel Restaurant Non-Veg,Italian,3.4,29-04-2023,800.07
1694,1663,User_1663,Bangalore,Regular,82,Udupi Kitchen Pure Veg,Chinese,3.3,01-09-2023,315.42
1695,2450,User_2450,Bangalore,Regular,185,Hotel Dhaba Non-Veg,Mexican,4.5,26-11-2023,901.42
1696,2339,User_2339,Pune,Regular,271,Hotel Curry House North Indian,Chinese,3.8,01-03-2023,1269.98
1697,2,User_2,Pune,Gold,289,Sri Biryani Punjabi,Italian,4.8,07-07-2023,588.06
1698,772,User_772,Bangalore,Gold,38,Grand Tiffins Multicuisine,Italian,5.0,05-10-2023,870.14
1699,413,User_413,Pune,Gold,101,Sai Kitchen South Indian,Mexican,3.9,26-03-2023,1295.12
1700,493,User_493,Bangalore,Gold,225,Darbar Tiffins Chinese,Italian,4.2,27-04-2023,640.29
1701,2945,User_2945,Pune,Regular,158,Hotel Biryani Pure Veg,Indian,4.5,11-02-2023,1391.94
1702,1935,User_1935,Bangalore,Gold,134,New Tiffins Non-Veg,Mexican,4.3,03-02-2023,398.76
1703,2162,User_2162,Bangalore,Gold,270,Taste of Biryani North Indian,Mexican,3.8,25-02-2023,1268.02
1704,1809,User_1809,Bangalore,Gold,109,Swagath Delights South Indian,Chinese,5.0,31-12-2023,895.67
1705,806,User_806,Bangalore,Gold,255,Hotel Tiffins Punjabi,Mexican,3.1,24-10-2023,446.69
1706,675,User_675,Bangalore,Gold,302,Spice Curry House Andhra,Mexican,4.9,02-03-2023,179.2
1707,1736,User_1736,Pune,Regular,224,Darbar Kitchen Non-Veg,Chinese,4.8,02-12-2023,695.06
1708,2191,User_2191,Pune,Gold,128,Swagath Kitchen South Indian,Indian,4.5,07-10-2023,1446.95
1709,817,User_817,Hyderabad,Regular,465,Sai Eatery North Indian,Italian,4.9,03-01-2023,774.86
1710,1575,User_1575,Bangalore,Gold,227,Udupi Curry House Chinese,Italian,3.5,10-11-2023,341.56
1711,1385,User_1385,Bangalore,Regular,331,Spice Biryani Non-Veg,Mexican,3.4,17-09-2023,1217.13
1712,764,User_764,Hyderabad,Regular,221,New Mess Non-Veg,Chinese,3.7,01-06-2023,865.79
1713,1717,User_1717,Bangalore,Regular,250,Sai Foods Non-Veg,Mexican,3.4,07-04-2023,770.05
1714,1330,User_1330,Chennai,Gold,31,Udupi Delights North Indian,Mexican,4.7,10-08-2023,670.65
1715,78,User_78,Pune,Gold,396,Taste of Delights Non-Veg,Mexican,4.8,04-03-2023,426.32
1716,2447,User_2447,Chennai,Regular,152,Hotel Curry House Punjabi,Indian,4.8,27-10-2023,994.79
1717,843,User_843,Pune,Gold,317,Darbar Cafe Pure Veg,Mexican,3.5,16-01-2023,512.13
1718,1940,User_1940,Hyderabad,Gold,148,Swagath Restaurant North Indian,Italian,3.2,26-05-2023,257.3
1719,2488,User_2488,Hyderabad,Regular,312,Udupi Curry House Chinese,Chinese,3.1,03-03-2023,1095.65
1720,2414,User_2414,Hyderabad,Gold,182,Annapurna Restaurant Andhra,Mexican,4.8,03-08-2023,987.7
1721,2859,User_2859,Hyderabad,Regular,193,Swagath Eatery Multicuisine,Chinese,3.8,21-01-2023,725.75
1722,1919,User_1919,Chennai,Gold,475,Ruchi Kitchen Punjabi,Italian,4.9,30-08-2023,817.26
1723,2948,User_2948,Hyderabad,Gold,107,Spice Kitchen Punjabi,Mexican,4.0,21-08-2023,770.56
1724,2716,User_2716,Pune,Regular,72,Sri Foods Chinese,Mexican,3.4,05-03-2023,1430.74
1725,422,User_422,Chennai,Regular,497,Hotel Delights South Indian,Mexican,4.4,29-11-2023,1067.78
1726,2599,User_2599,Bangalore,Gold,239,Sai Curry House North Indian,Indian,4.9,24-11-2023,296.17
1727,27,User_27,Pune,Gold,112,Grand Cafe Punjabi,Chinese,3.2,31-03-2023,369.96
1728,1631,User_1631,Bangalore,Regular,461,Sai Curry House Multicuisine,Italian,4.6,05-11-2023,826.78
1729,1194,User_1194,Chennai,Regular,370,Swagath Cafe Multicuisine,Chinese,4.4,08-04-2023,552.75
1730,1563,User_1563,Chennai,Regular,469,Annapurna Foods Family Restaurant,Italian,3.3,28-07-2023,482.59
1731,2684,User_2684,Pune,Regular,155,Udupi Biryani Family Restaurant,Mexican,3.1,20-10-2023,571.83
1732,1093,User_1093,Pune,Regular,94,Taste of Eatery Andhra,Chinese,4.5,10-07-2023,1175.65
1733,2366,User_2366,Bangalore,Regular,484,Taste of Biryani Punjabi,Mexican,4.2,21-10-2023,1432.7
1734,477,User_477,Pune,Gold,110,Amma Kitchen South Indian,Mexican,4.2,22-01-2023,363.85
1735,1166,User_1166,Bangalore,Regular,151,Annapurna Cafe Multicuisine,Chinese,3.8,11-10-2023,1454.16
1736,1877,User_1877,Pune,Regular,177,Udupi Restaurant South Indian,Indian,3.9,02-04-2023,918.28
1737,690,User_690,Hyderabad,Gold,79,Amma Restaurant Family Restaurant,Mexican,4.9,01-11-2023,1220.79
1738,2746,User_2746,Bangalore,Regular,80,Spice Mess Chinese,Italian,3.9,10-07-2023,759.41
1739,2888,User_2888,Chennai,Gold,65,Grand Eatery Non-Veg,Mexican,3.2,12-09-2023,1397.9
1740,1961,User_1961,Pune,Regular,75,New Cafe South Indian,Chinese,4.2,15-05-2023,1185.07
1741,1799,User_1799,Chennai,Gold,140,Royal Tiffins Punjabi,Italian,3.3,26-07-2023,1087.31
1742,404,User_404,Hyderabad,Gold,195,Taste of Delights Multicuisine,Indian,3.4,13-04-2023,1228.15
1743,2366,User_2366,Bangalore,Regular,13,Taste of Mess Punjabi,Indian,4.6,10-03-2023,1426.26
1744,2501,User_2501,Chennai,Gold,160,Hotel Tiffins Pure Veg,Chinese,4.2,30-12-2023,785.67
1745,2335,User_2335,Hyderabad,Gold,233,Grand Cafe Family Restaurant,Italian,4.5,26-10-2023,685.52
1746,480,User_480,Pune,Regular,376,Amma Cafe Non-Veg,Indian,3.4,17-12-2023,690.77
1747,1375,User_1375,Pune,Regular,35,Royal Biryani North Indian,Chinese,3.9,07-09-2023,614.5
1748,2970,User_2970,Chennai,Regular,363,Annapurna Mess Pure Veg,Italian,4.9,27-09-2023,1040.27
1749,2297,User_2297,Bangalore,Gold,67,Swagath Tiffins Andhra,Mexican,4.1,02-12-2023,486.56
1750,1209,User_1209,Bangalore,Gold,215,Spice Biryani Punjabi,Mexican,4.4,18-08-2023,643.18
1751,588,User_588,Pune,Regular,405,Royal Dhaba Punjabi,Indian,4.8,04-09-2023,840.38
1752,476,User_476,Pune,Regular,145,Amma Restaurant South Indian,Italian,3.1,01-06-2023,1053.84
1753,1058,User_1058,Hyderabad,Regular,482,Classic Tiffins Pure Veg,Chinese,4.5,29-03-2023,211.39
1754,2949,User_2949,Bangalore,Gold,45,Annapurna Restaurant Punjabi,Mexican,3.0,15-01-2023,1158.54
1755,152,User_152,Chennai,Regular,268,Annapurna Biryani Multicuisine,Indian,3.8,13-05-2023,443.03
1756,2717,User_2717,Bangalore,Regular,342,Ruchi Cafe Chinese,Mexican,4.1,15-08-2023,572.62
1757,2233,User_2233,Hyderabad,Regular,393,Classic Dhaba Andhra,Italian,4.1,08-04-2023,1249.47
1758,643,User_643,Pune,Gold,345,Sai Tiffins Chinese,Chinese,4.3,17-10-2023,310.35
1759,213,User_213,Hyderabad,Gold,104,Grand Dhaba South Indian,Chinese,4.9,28-08-2023,341.38
1760,2586,User_2586,Hyderabad,Regular,26,Spice Eatery Family Restaurant,Chinese,4.6,27-11-2023,1256.14
1761,2026,User_2026,Chennai,Regular,335,New Biryani Family Restaurant,Italian,3.9,16-05-2023,943.44
1762,2297,User_2297,Bangalore,Gold,413,Sai Curry House Punjabi,Italian,3.3,30-10-2023,393.98
1763,1191,User_1191,Hyderabad,Regular,46,Udupi Delights Family Restaurant,Chinese,3.6,09-02-2023,688.95
1764,1081,User_1081,Hyderabad,Gold,374,Annapurna Curry House Multicuisine,Mexican,3.6,07-09-2023,1319.21
1765,2491,User_2491,Bangalore,Gold,157,Sai Restaurant Family Restaurant,Italian,4.5,16-03-2023,696.76
1766,2298,User_2298,Bangalore,Regular,33,Amma Foods Non-Veg,Italian,4.2,08-10-2023,1119.15
1767,2892,User_2892,Hyderabad,Gold,411,Swagath Delights Family Restaurant,Indian,4.3,20-05-2023,597.27
1768,7,User_7,Chennai,Gold,88,Ruchi Eatery North Indian,Indian,4.8,17-07-2023,1109.9
1769,2971,User_2971,Hyderabad,Regular,231,New Dhaba Punjabi,Indian,4.1,27-04-2023,853.75
1770,421,User_421,Chennai,Gold,86,Sri Curry House Chinese,Indian,4.2,23-04-2023,971.92
1771,2648,User_2648,Hyderabad,Regular,264,Classic Curry House South Indian,Indian,4.3,07-11-2023,901.55
1772,1793,User_1793,Chennai,Gold,87,Hotel Curry House Non-Veg,Mexican,3.8,10-10-2023,1077.24
1773,1070,User_1070,Hyderabad,Gold,213,Amma Dhaba Punjabi,Indian,3.7,24-02-2023,1309.62
1774,1984,User_1984,Pune,Gold,267,Darbar Cafe Punjabi,Chinese,4.2,22-04-2023,855.22
1775,713,User_713,Pune,Gold,244,Amma Tiffins South Indian,Italian,4.3,16-01-2023,159.44
1776,1934,User_1934,Hyderabad,Regular,351,Spice Dhaba Non-Veg,Mexican,4.2,11-12-2023,757.79
1777,2626,User_2626,Bangalore,Gold,103,Darbar Restaurant North Indian,Mexican,4.9,16-12-2023,649.23
1778,2320,User_2320,Hyderabad,Gold,166,Classic Cafe Andhra,Chinese,4.6,19-03-2023,1217.3
1779,2835,User_2835,Bangalore,Gold,496,Swagath Eatery Multicuisine,Indian,3.1,23-11-2023,173.96
1780,1228,User_1228,Bangalore,Regular,495,Ruchi Curry House North Indian,Italian,4.5,28-12-2023,873.5
1781,2175,User_2175,Pune,Regular,187,Royal Kitchen North Indian,Chinese,3.8,10-09-2023,130.43
1782,841,User_841,Pune,Gold,355,Swagath Restaurant Chinese,Indian,4.2,08-07-2023,976.43
1783,1319,User_1319,Hyderabad,Gold,349,Taste of Eatery Punjabi,Indian,4.5,09-11-2023,157.53
1784,631,User_631,Chennai,Gold,141,Amma Kitchen South Indian,Mexican,3.3,01-03-2023,858.23
1785,1269,User_1269,Bangalore,Gold,150,Sri Cafe Non-Veg,Indian,4.2,28-03-2023,1429.94
1786,1004,User_1004,Bangalore,Regular,119,Spice Restaurant Non-Veg,Chinese,3.7,09-02-2023,1340.15
1787,1489,User_1489,Bangalore,Regular,320,Hotel Cafe Multicuisine,Italian,4.1,30-01-2023,1250.55
1788,2750,User_2750,Chennai,Gold,45,Annapurna Restaurant Punjabi,Mexican,3.0,18-05-2023,1292.01
1789,2742,User_2742,Hyderabad,Gold,309,Ruchi Curry House Multicuisine,Indian,4.5,30-12-2023,393.61
1790,2247,User_2247,Hyderabad,Regular,380,Classic Kitchen Family Restaurant,Italian,4.6,31-05-2023,820.21
1791,1514,User_1514,Pune,Gold,80,Spice Mess Chinese,Italian,3.9,12-02-2023,1499.18
1792,2116,User_2116,Chennai,Gold,387,New Tiffins Andhra,Mexican,3.8,13-10-2023,1484.94
1793,41,User_41,Bangalore,Regular,215,Spice Biryani Punjabi,Mexican,4.4,02-09-2023,1220.41
1794,2796,User_2796,Bangalore,Gold,474,Annapurna Tiffins Pure Veg,Mexican,3.5,31-03-2023,1492.87
1795,2585,User_2585,Pune,Gold,212,Sai Delights North Indian,Indian,3.2,17-08-2023,855.46
1796,1927,User_1927,Hyderabad,Gold,3,Darbar Eatery Andhra,Mexican,4.3,16-06-2023,755.31
1797,2852,User_2852,Pune,Regular,84,Grand Mess Chinese,Chinese,3.2,02-06-2023,649.79
1798,1973,User_1973,Bangalore,Regular,22,Sri Biryani Non-Veg,Chinese,5.0,23-04-2023,221.71
1799,837,User_837,Bangalore,Gold,400,Ruchi Tiffins Non-Veg,Mexican,3.4,10-07-2023,445.07
1800,2694,User_2694,Bangalore,Regular,291,Annapurna Foods Non-Veg,Mexican,4.3,24-09-2023,1368.54
1801,71,User_71,Chennai,Gold,183,Taste of Biryani Non-Veg,Chinese,3.7,12-05-2023,896.69
1802,982,User_982,Hyderabad,Regular,98,Ruchi Dhaba Non-Veg,Indian,4.0,12-01-2023,1219.6
1803,2347,User_2347,Hyderabad,Regular,253,New Restaurant North Indian,Italian,4.6,11-05-2023,171.21
1804,875,User_875,Hyderabad,Regular,490,Swagath Curry House Punjabi,Italian,3.7,11-02-2023,846.24
1805,2457,User_2457,Chennai,Gold,11,Taste of Kitchen Family Restaurant,Chinese,4.9,27-10-2023,380.67
1806,2200,User_2200,Chennai,Regular,457,Sai Delights Multicuisine,Indian,3.0,09-07-2023,477.86
1807,939,User_939,Chennai,Regular,126,Spice Tiffins North Indian,Italian,4.5,23-04-2023,1254.77
1808,2059,User_2059,Bangalore,Gold,468,New Restaurant North Indian,Chinese,4.8,19-01-2023,601.7
1809,980,User_980,Chennai,Gold,452,Classic Delights Multicuisine,Chinese,4.4,19-10-2023,1474.8
1810,1612,User_1612,Chennai,Gold,500,Grand Eatery Family Restaurant,Chinese,3.2,27-11-2023,753.99
1811,2247,User_2247,Hyderabad,Regular,468,New Restaurant North Indian,Chinese,4.8,09-04-2023,283.54
1812,1531,User_1531,Bangalore,Gold,263,Grand Curry House Andhra,Indian,4.4,01-01-2023,1000.51
1813,1593,User_1593,Chennai,Regular,76,Amma Kitchen Punjabi,Italian,4.7,26-05-2023,1023.86
1814,1542,User_1542,Bangalore,Regular,190,Amma Restaurant Pure Veg,Chinese,3.1,07-08-2023,497.29
1815,1956,User_1956,Bangalore,Regular,72,Sri Foods Chinese,Mexican,3.4,05-05-2023,534.52
1816,37,User_37,Bangalore,Regular,45,Annapurna Restaurant Punjabi,Mexican,3.0,15-09-2023,1209.3
1817,1806,User_1806,Chennai,Gold,460,New Biryani Andhra,Chinese,4.5,13-05-2023,240.93
1818,837,User_837,Bangalore,Gold,228,Udupi Dhaba Pure Veg,Mexican,4.1,07-06-2023,1458.47
1819,1492,User_1492,Bangalore,Regular,47,Ruchi Cafe Punjabi,Indian,3.4,11-07-2023,1497.8
1820,666,User_666,Hyderabad,Regular,354,Darbar Kitchen Chinese,Indian,3.8,07-01-2023,1280.79
1821,1865,User_1865,Chennai,Regular,259,Amma Curry House Family Restaurant,Mexican,3.7,31-05-2023,1180.79
1822,2681,User_2681,Chennai,Gold,378,New Mess North Indian,Italian,4.4,28-12-2023,1077.09
1823,1538,User_1538,Bangalore,Regular,7,Ruchi Biryani Punjabi,Italian,3.2,20-05-2023,1178.74
1824,423,User_423,Chennai,Gold,76,Amma Kitchen Punjabi,Italian,4.7,19-04-2023,560.46
1825,1793,User_1793,Chennai,Gold,34,Ruchi Dhaba Multicuisine,Chinese,4.3,01-10-2023,347.91
1826,595,User_595,Chennai,Regular,341,Amma Biryani Family Restaurant,Chinese,3.2,10-03-2023,593.98
1827,1280,User_1280,Hyderabad,Regular,475,Ruchi Kitchen Punjabi,Italian,4.9,07-06-2023,1435.16
1828,1498,User_1498,Chennai,Gold,464,Ruchi Cafe Multicuisine,Italian,3.3,05-02-2023,589.33
1829,2167,User_2167,Hyderabad,Gold,260,Udupi Restaurant Family Restaurant,Indian,4.0,04-04-2023,624.03
1830,942,User_942,Bangalore,Regular,49,Amma Curry House Punjabi,Italian,4.0,10-01-2023,1037.55
1831,1515,User_1515,Bangalore,Regular,109,Swagath Delights South Indian,Chinese,5.0,06-11-2023,1153.29
1832,177,User_177,Chennai,Regular,443,Darbar Foods Andhra,Mexican,3.4,19-06-2023,321.84
1833,2198,User_2198,Chennai,Regular,315,Swagath Curry House Chinese,Mexican,4.7,05-10-2023,1173.95
1834,857,User_857,Pune,Regular,26,Spice Eatery Family Restaurant,Chinese,4.6,06-01-2023,1395.0
1835,2671,User_2671,Bangalore,Gold,101,Sai Kitchen South Indian,Mexican,3.9,21-05-2023,764.93
1836,736,User_736,Pune,Gold,89,Amma Eatery Punjabi,Indian,4.3,28-10-2023,1129.92
1837,2654,User_2654,Chennai,Regular,492,Swagath Kitchen North Indian,Italian,4.0,17-03-2023,1209.6
1838,153,User_153,Pune,Gold,184,Annapurna Tiffins Punjabi,Mexican,3.5,20-01-2023,509.81
1839,1184,User_1184,Pune,Gold,151,Annapurna Cafe Multicuisine,Chinese,3.8,30-09-2023,183.84
1840,2518,User_2518,Chennai,Regular,79,Amma Restaurant Family Restaurant,Mexican,4.9,16-09-2023,178.03
1841,932,User_932,Hyderabad,Regular,251,Grand Curry House Andhra,Chinese,3.9,16-03-2023,1227.01
1842,688,User_688,Hyderabad,Gold,165,Udupi Kitchen Chinese,Mexican,4.3,07-04-2023,1359.53
1843,2369,User_2369,Chennai,Gold,12,Royal Foods Multicuisine,Mexican,3.4,24-08-2023,997.82
1844,1027,User_1027,Chennai,Gold,472,Darbar Delights Family Restaurant,Chinese,4.3,22-10-2023,861.13
1845,1489,User_1489,Bangalore,Regular,390,Grand Restaurant Pure Veg,Mexican,4.7,17-03-2023,125.28
1846,594,User_594,Bangalore,Gold,193,Swagath Eatery Multicuisine,Chinese,3.8,01-03-2023,1143.24
1847,2443,User_2443,Pune,Regular,389,Ruchi Mess Multicuisine,Italian,4.9,15-07-2023,835.68
1848,171,User_171,Hyderabad,Regular,95,Classic Biryani North Indian,Indian,3.7,25-11-2023,180.11
1849,1144,User_1144,Chennai,Gold,344,Annapurna Kitchen North Indian,Indian,4.8,30-08-2023,581.86
1850,2788,User_2788,Hyderabad,Regular,359,Sri Foods South Indian,Mexican,4.8,10-11-2023,485.46
1851,1257,User_1257,Bangalore,Gold,175,Sai Biryani Non-Veg,Chinese,4.1,26-01-2023,267.21
1852,1199,User_1199,Pune,Gold,104,Grand Dhaba South Indian,Chinese,4.9,01-03-2023,599.83
1853,1165,User_1165,Chennai,Regular,395,Royal Restaurant Punjabi,Mexican,4.0,14-06-2023,367.58
1854,2005,User_2005,Bangalore,Gold,63,Ruchi Foods South Indian,Italian,5.0,26-11-2023,938.96
1855,2939,User_2939,Pune,Regular,176,Classic Delights North Indian,Italian,4.0,15-03-2023,1090.14
1856,553,User_553,Pune,Gold,123,Grand Restaurant Non-Veg,Chinese,4.2,18-01-2023,1243.99
1857,1023,User_1023,Hyderabad,Regular,210,Annapurna Restaurant South Indian,Indian,4.7,26-06-2023,851.69
1858,1962,User_1962,Pune,Gold,431,Udupi Tiffins Punjabi,Mexican,4.6,24-09-2023,405.36
1859,235,User_235,Hyderabad,Gold,276,Sri Kitchen Chinese,Italian,3.4,28-08-2023,278.65
1860,731,User_731,Bangalore,Regular,42,Udupi Mess North Indian,Chinese,3.2,25-05-2023,1316.07
1861,1162,User_1162,Bangalore,Gold,404,Classic Dhaba South Indian,Indian,3.8,27-07-2023,452.91
1862,1249,User_1249,Pune,Regular,426,Royal Foods Non-Veg,Chinese,3.5,18-06-2023,910.36
1863,1702,User_1702,Pune,Regular,395,Royal Restaurant Punjabi,Mexican,4.0,09-05-2023,1174.71
1864,1130,User_1130,Chennai,Gold,272,New Dhaba Pure Veg,Indian,4.8,08-07-2023,651.13
1865,57,User_57,Pune,Regular,33,Amma Foods Non-Veg,Italian,4.2,03-12-2023,865.4
1866,351,User_351,Bangalore,Gold,155,Udupi Biryani Family Restaurant,Mexican,3.1,11-05-2023,984.74
1867,642,User_642,Bangalore,Gold,144,Darbar Biryani Andhra,Chinese,4.5,19-01-2023,984.57
1868,2780,User_2780,Bangalore,Regular,186,Darbar Restaurant North Indian,Indian,4.3,18-01-2023,1407.63
1869,2295,User_2295,Bangalore,Regular,476,Royal Curry House Multicuisine,Mexican,3.4,31-10-2023,240.12
1870,2069,User_2069,Pune,Gold,301,Classic Tiffins North Indian,Italian,4.8,07-08-2023,1110.95
1871,1036,User_1036,Bangalore,Regular,94,Taste of Eatery Andhra,Chinese,4.5,22-12-2023,932.1
1872,2730,User_2730,Bangalore,Regular,478,New Tiffins Pure Veg,Chinese,3.1,01-07-2023,353.69
1873,2310,User_2310,Hyderabad,Gold,380,Classic Kitchen Family Restaurant,Italian,4.6,14-05-2023,1131.11
1874,1140,User_1140,Hyderabad,Regular,432,Hotel Eatery Pure Veg,Mexican,5.0,11-10-2023,680.54
1875,444,User_444,Pune,Gold,59,Sai Biryani Non-Veg,Chinese,4.6,17-05-2023,1481.2
1876,678,User_678,Bangalore,Regular,211,Darbar Mess Multicuisine,Chinese,3.1,08-09-2023,342.2
1877,2024,User_2024,Chennai,Regular,236,Hotel Eatery Non-Veg,Italian,4.2,03-08-2023,1394.01
1878,2621,User_2621,Hyderabad,Regular,317,Darbar Cafe Pure Veg,Mexican,3.5,05-12-2023,1488.81
1879,1842,User_1842,Hyderabad,Regular,371,Sai Dhaba Family Restaurant,Chinese,3.1,17-08-2023,901.1
1880,841,User_841,Pune,Gold,477,Swagath Biryani North Indian,Indian,4.1,12-05-2023,195.7
1881,1110,User_1110,Pune,Gold,315,Swagath Curry House Chinese,Mexican,4.7,08-01-2023,1469.86
1882,2863,User_2863,Bangalore,Regular,404,Classic Dhaba South Indian,Indian,3.8,25-04-2023,237.46
1883,903,User_903,Bangalore,Gold,100,Spice Delights Family Restaurant,Indian,3.3,06-06-2023,1231.41
